Enrollment_no,Name,Technology,Welcome_test,Presentation,Mini_projects,Hrskills,Project_presentation,Project_submission,Attendance,Discipline,Grade
5270,Sana Mehta,IoT,40,135,76,128,196,275,77,68,A++
5271,Karan Mehta,AI,33,139,76,106,233,264,91,65,A++
5272,Divya Gupta,ML,44,146,99,94,242,210,77,98,A++
5273,Aryan Gupta,Web Dev,43,130,75,90,210,211,77,62,A+
5274,Aditya Mehta,Data Sci,43,133,63,97,186,245,90,75,A++
5275,Vikas Kapoor,AI,46,142,63,102,232,267,79,75,A++
5276,Rohit Gupta,Java,46,147,72,104,205,299,81,88,A++
5277,Priya Mehta,Data Sci,40,131,99,94,199,221,95,82,A++
5278,Vikas Sharma,Java,47,120,71,90,203,288,80,100,A++
5279,Rahul Chawla,IoT,32,114,92,147,197,229,78,92,A++
5280,Aditya Yadav,IoT,38,122,80,144,179,278,91,83,A++
5281,Rohit Deshmukh,Java,30,140,82,99,205,242,79,74,A++
5282,Sneha Joshi,Web Dev,41,90,67,97,163,218,80,62,A+
5283,Rohit Kapoor,Java,46,122,87,98,223,282,100,84,A++
5284,Rahul Chawla,Web Dev,49,131,91,111,174,256,74,95,A++
5285,Aryan Rana,Data Sci,36,139,84,127,165,255,100,77,A++
5286,Aryan Nair,Data Sci,35,145,66,149,214,247,84,90,A++
5287,Sneha Verma,Java,44,126,78,133,191,214,88,92,A++
5288,Meera Mehta,Web Dev,43,139,76,93,222,219,87,70,A++
5289,Rohit Yadav,IoT,39,111,67,142,171,205,91,65,A+
5290,Vikas Rana,Web Dev,30,114,61,102,196,284,85,69,A++
5291,Divya Yadav,AI,39,91,67,110,215,259,81,91,A++
5292,Karan Roy,Java,47,146,69,132,248,263,73,96,A++
5293,Aryan Nair,Data Sci,45,95,91,128,196,217,86,96,A++
5294,Rahul Chawla,AI,46,127,66,121,165,270,85,84,A++
5295,Karan Gupta,Java,40,108,98,137,208,279,85,70,A++
5296,Priya Mehta,Web Dev,33,131,74,121,244,246,71,73,A++
5297,Rahul Nair,AI,44,116,86,134,218,285,70,84,A++
5298,Divya Singh,Data Sci,48,132,89,139,247,260,87,60,A++
5299,Meera Patel,Java,33,120,95,137,161,248,81,90,A++
5300,Anjali Rana,Web Dev,37,121,68,128,171,254,84,61,A++
5301,Meera Kapoor,Robotics,38,144,87,110,188,220,84,98,A++
5302,Aryan Roy,Web Dev,41,96,92,143,195,270,99,69,A++
5303,Sana Yadav,Robotics,40,105,72,101,238,300,99,92,A++
5304,Anjali Yadav,AI,50,105,88,110,192,243,77,75,A++
5305,Priya Iyer,Java,31,117,85,122,242,270,80,90,A++
5306,Ravi Patel,Robotics,34,113,66,149,189,275,98,66,A++
5307,Rahul Rana,AI,37,96,64,98,183,287,86,94,A++
5308,Priya Verma,ML,33,141,86,133,222,243,95,82,A++
5309,Rahul Sharma,AI,32,124,92,136,207,276,98,91,A++
5310,Neha Kapoor,IoT,45,94,75,90,244,263,91,98,A++
5311,Meera Gupta,IoT,50,103,64,119,189,277,96,97,A++
5312,Anjali Chawla,Web Dev,30,114,71,118,240,235,94,77,A++
5313,Meera Sharma,AI,31,122,99,140,212,291,79,67,A++
5314,Rohit Kapoor,AI,38,95,82,133,209,217,79,90,A++
5315,Meera Deshmukh,AI,31,126,86,109,205,261,97,66,A++
5316,Neha Gupta,IoT,46,128,98,111,224,238,100,81,A++
5317,Vikas Nair,Web Dev,37,130,63,143,229,266,92,63,A++
5318,Ravi Joshi,IoT,33,149,96,92,184,232,100,60,A++
5319,Rohit Chawla,Web Dev,34,124,69,137,181,250,96,79,A++
5320,Sana Deshmukh,Data Sci,35,126,92,122,243,236,70,62,A++
5321,Vikas Singh,AI,32,109,90,142,238,218,71,87,A++
5322,Priya Patel,Java,32,92,70,106,164,214,89,84,A+
5323,Meera Kapoor,ML,30,106,84,142,217,264,73,87,A++
5324,Rahul Chawla,IoT,35,144,97,134,218,292,91,79,A++
5325,Divya Iyer,Robotics,47,132,62,122,166,255,95,64,A++
5326,Aryan Gupta,ML,45,143,80,140,186,259,84,86,A++
5327,Sneha Deshmukh,Web Dev,35,115,82,111,188,246,74,62,A++
5328,Rahul Chawla,Web Dev,48,90,64,131,241,260,79,97,A++
5329,Sneha Roy,Data Sci,33,125,97,101,175,242,98,97,A++
5330,Karan Iyer,Robotics,34,90,76,100,247,252,88,67,A++
5331,Divya Chawla,Data Sci,50,122,81,133,182,270,86,63,A++
5332,Priya Verma,Web Dev,46,97,95,96,176,228,81,68,A+
5333,Divya Sharma,Data Sci,44,93,95,90,235,271,92,68,A++
5334,Nisha Deshmukh,Java,32,121,63,149,186,235,85,94,A++
5335,Karan Mehta,Web Dev,39,98,71,115,202,216,76,67,A+
5336,Divya Singh,Java,47,104,83,113,191,280,86,95,A++
5337,Sneha Iyer,ML,44,139,97,106,226,297,78,88,A++
5338,Vikas Gupta,Data Sci,43,112,89,120,176,273,90,92,A++
5339,Karan Kapoor,Robotics,40,142,80,126,209,209,87,66,A++
5340,Ravi Nair,Data Sci,38,132,62,94,232,247,94,75,A++
5341,Anjali Yadav,Web Dev,37,92,79,143,247,295,92,61,A++
5342,Sana Sharma,Data Sci,50,109,86,97,225,204,86,62,A++
5343,Sneha Joshi,Robotics,47,100,91,140,211,243,78,79,A++
5344,Vikas Patel,AI,46,126,93,146,184,230,99,62,A++
5345,Meera Nair,IoT,44,124,88,119,173,284,89,72,A++
5346,Divya Joshi,Java,38,139,82,93,210,222,80,93,A++
5347,Meera Yadav,IoT,43,133,70,90,226,287,71,75,A++
5348,Rahul Yadav,IoT,33,93,81,95,185,251,74,66,A+
5349,Nisha Chawla,IoT,38,115,80,131,212,283,71,92,A++
5350,Sneha Deshmukh,Robotics,38,101,95,93,237,200,97,98,A++
5351,Meera Joshi,AI,49,144,99,101,200,286,97,99,A++
5352,Karan Roy,AI,42,129,65,126,223,203,80,83,A++
5353,Priya Sharma,ML,46,140,86,95,177,227,71,70,A++
5354,Ravi Verma,ML,37,110,78,133,205,207,87,61,A++
5355,Neha Gupta,Data Sci,42,96,76,136,238,275,89,90,A++
5356,Sneha Rana,AI,41,125,83,127,205,254,73,87,A++
5357,Karan Joshi,ML,35,144,69,131,211,258,88,87,A++
5358,Divya Roy,IoT,38,102,74,98,250,251,84,94,A++
5359,Ravi Singh,ML,30,94,89,142,229,227,93,99,A++
5360,Ravi Gupta,Web Dev,41,109,73,139,170,247,84,100,A++
5361,Aditya Rana,ML,40,125,71,130,214,223,99,64,A++
5362,Aditya Joshi,Web Dev,42,92,86,139,193,201,71,72,A+
5363,Ravi Sharma,Robotics,47,138,68,133,211,285,81,76,A++
5364,Meera Iyer,AI,50,96,70,114,183,295,78,72,A++
5365,Karan Mehta,Java,37,149,74,98,223,234,94,71,A++
5366,Meera Yadav,Java,44,111,65,144,238,293,75,61,A++
5367,Rahul Roy,Data Sci,39,108,65,143,196,282,100,80,A++
5368,Nisha Kapoor,Robotics,36,100,63,102,204,212,72,79,A+
5369,Rohit Kapoor,Java,45,116,65,131,245,208,72,86,A++
5370,Neha Patel,Robotics,45,115,62,140,196,277,79,87,A++
5371,Divya Rana,AI,31,116,82,126,168,217,78,98,A++
5372,Sana Deshmukh,IoT,34,117,93,100,217,234,98,93,A++
5373,Priya Mehta,Java,34,90,84,129,201,252,80,68,A++
5374,Sneha Chawla,Web Dev,45,121,90,141,187,266,80,83,A++
5375,Nisha Joshi,AI,35,95,86,127,206,300,75,78,A++
5376,Karan Verma,Java,34,119,60,97,242,221,91,74,A++
5377,Vikas Roy,Java,33,100,73,134,231,275,99,65,A++
5378,Rahul Roy,Java,46,144,85,91,219,243,89,79,A++
5379,Anjali Verma,Data Sci,38,118,91,146,246,209,97,85,A++
5380,Sneha Kapoor,Data Sci,44,117,81,142,213,288,78,75,A++
5381,Rohit Nair,ML,42,139,69,104,226,227,84,78,A++
5382,Sana Joshi,IoT,38,93,74,138,181,285,94,89,A++
5383,Sana Deshmukh,Web Dev,38,116,77,144,198,287,71,95,A++
5384,Karan Rana,AI,47,132,92,114,188,246,82,98,A++
5385,Rahul Singh,AI,31,134,78,117,162,281,70,62,A++
5386,Ravi Singh,AI,39,133,96,115,178,295,89,60,A++
5387,Anjali Roy,ML,33,97,91,109,163,294,73,71,A++
5388,Neha Rana,IoT,30,147,70,94,195,276,89,65,A++
5389,Meera Iyer,Web Dev,43,105,82,118,174,299,72,71,A++
5390,Rohit Singh,Robotics,40,149,60,123,226,263,84,66,A++
5391,Rohit Chawla,IoT,46,147,100,107,184,203,95,60,A++
5392,Karan Iyer,Java,33,150,93,109,185,211,81,67,A++
5393,Ravi Kapoor,Web Dev,32,136,66,148,190,277,80,68,A++
5394,Karan Sharma,AI,41,123,84,92,165,289,83,62,A++
5395,Neha Patel,Robotics,48,105,75,121,241,273,93,76,A++
5396,Sana Kapoor,IoT,30,116,80,90,215,227,100,92,A++
5397,Neha Gupta,AI,46,111,99,146,221,235,93,91,A++
5398,Priya Mehta,IoT,30,130,72,100,181,281,86,64,A++
5399,Divya Patel,AI,49,105,75,111,236,285,80,93,A++
5400,Karan Yadav,IoT,44,142,79,138,205,238,72,84,A++
5401,Meera Nair,AI,49,121,61,116,202,210,86,74,A++
5402,Neha Singh,IoT,39,140,73,102,240,295,70,71,A++
5403,Karan Mehta,Web Dev,49,128,75,114,236,200,74,81,A++
5404,Rahul Gupta,AI,46,147,72,102,238,226,86,63,A++
5405,Karan Patel,Data Sci,37,126,63,95,200,282,93,64,A++
5406,Neha Rana,Data Sci,38,113,63,139,230,208,88,99,A++
5407,Neha Deshmukh,Java,42,122,66,123,203,257,98,80,A++
5408,Aryan Nair,IoT,49,95,89,148,170,267,88,100,A++
5409,Sneha Kapoor,AI,41,121,99,94,191,275,91,68,A++
5410,Nisha Mehta,AI,38,90,97,146,178,215,92,87,A++
5411,Ravi Patel,Web Dev,30,92,61,149,227,254,80,85,A++
5412,Rahul Singh,Java,50,149,67,142,201,292,70,86,A++
5413,Meera Roy,Robotics,43,141,75,103,245,234,74,84,A++
5414,Priya Roy,IoT,37,109,79,110,248,201,73,99,A++
5415,Sana Chawla,Web Dev,33,150,76,97,206,277,93,90,A++
5416,Meera Roy,ML,32,95,85,90,248,221,94,64,A++
5417,Rahul Iyer,AI,42,102,86,97,194,226,75,87,A++
5418,Anjali Deshmukh,Java,32,104,60,149,242,249,85,68,A++
5419,Anjali Verma,ML,49,131,85,105,243,273,77,93,A++
5420,Aryan Joshi,Web Dev,45,110,85,113,240,269,80,73,A++
5421,Neha Patel,IoT,38,138,89,134,232,273,88,73,A++
5422,Priya Chawla,AI,45,128,62,96,226,281,72,70,A++
5423,Ravi Roy,IoT,40,114,73,96,247,270,75,89,A++
5424,Rohit Singh,Java,42,131,79,126,248,242,74,86,A++
5425,Aditya Gupta,Robotics,49,140,82,112,221,227,72,65,A++
5426,Rahul Roy,Java,49,148,91,98,207,211,74,74,A++
5427,Anjali Mehta,Web Dev,49,117,64,96,190,254,73,65,A++
5428,Aditya Roy,Robotics,33,124,91,143,227,294,81,67,A++
5429,Ravi Rana,AI,37,127,71,106,169,272,94,72,A++
5430,Neha Roy,ML,47,132,62,96,221,258,96,87,A++
5431,Nisha Singh,Java,35,127,100,100,181,254,89,94,A++
5432,Neha Nair,Web Dev,45,113,82,139,173,231,96,97,A++
5433,Priya Kapoor,ML,43,99,89,102,197,227,80,74,A++
5434,Karan Yadav,Web Dev,37,109,91,148,232,299,87,61,A++
5435,Rohit Kapoor,ML,30,95,65,123,225,278,79,92,A++
5436,Rohit Gupta,Data Sci,47,102,100,111,211,273,81,88,A++
5437,Sana Chawla,ML,37,137,97,100,249,254,76,63,A++
5438,Sana Deshmukh,ML,40,95,62,149,216,249,78,88,A++
5439,Meera Gupta,ML,32,128,73,98,168,249,70,74,A+
5440,Anjali Joshi,Web Dev,33,124,77,133,198,288,97,77,A++
5441,Ravi Rana,ML,40,145,73,137,176,211,70,97,A++
5442,Rohit Rana,IoT,45,132,78,94,235,271,90,71,A++
5443,Meera Roy,Web Dev,43,145,62,128,161,299,72,68,A++
5444,Karan Verma,ML,31,150,92,122,238,221,73,68,A++
5445,Priya Roy,IoT,43,126,81,100,244,268,92,73,A++
5446,Vikas Iyer,ML,32,98,90,95,218,278,96,68,A++
5447,Nisha Nair,IoT,48,123,95,117,239,254,72,68,A++
5448,Vikas Mehta,Web Dev,36,95,95,133,247,200,82,100,A++
5449,Sneha Mehta,Web Dev,48,106,76,139,216,286,84,78,A++
5450,Neha Gupta,AI,40,133,66,124,164,214,87,87,A++
5451,Priya Nair,Web Dev,43,90,67,109,243,203,100,97,A++
5452,Sneha Mehta,Web Dev,30,90,94,94,233,235,95,71,A++
5453,Ravi Verma,AI,37,116,61,128,193,247,73,69,A++
5454,Meera Nair,Java,47,97,78,120,243,249,90,81,A++
5455,Rahul Patel,Data Sci,31,138,74,106,227,299,76,72,A++
5456,Anjali Deshmukh,Java,44,102,98,126,207,270,73,80,A++
5457,Sneha Joshi,IoT,43,131,66,96,170,222,88,64,A+
5458,Neha Rana,Web Dev,43,96,64,125,199,253,73,85,A++
5459,Anjali Kapoor,Java,40,102,74,125,246,219,97,69,A++
5460,Neha Joshi,Java,43,141,72,90,235,255,90,70,A++
5461,Aditya Kapoor,IoT,41,107,100,101,237,298,81,98,A++
5462,Anjali Nair,Web Dev,47,137,89,102,199,230,78,65,A++
5463,Karan Chawla,AI,42,132,80,121,171,288,98,62,A++
5464,Ravi Kapoor,Java,50,110,83,98,209,220,86,88,A++
5465,Neha Yadav,Web Dev,37,124,85,108,165,226,75,82,A++
5466,Nisha Roy,Data Sci,37,115,100,97,215,232,97,66,A++
5467,Rahul Nair,ML,39,148,85,131,184,233,94,73,A++
5468,Aditya Verma,AI,37,141,92,125,202,295,74,85,A++
5469,Divya Mehta,Web Dev,44,147,64,150,214,287,91,84,A++
5470,Rohit Iyer,IoT,31,140,99,123,176,203,77,70,A++
5471,Sneha Singh,IoT,37,134,73,117,243,294,86,64,A++
5472,Aditya Verma,IoT,35,106,84,106,220,256,70,66,A++
5473,Rahul Iyer,ML,32,127,82,107,239,297,79,88,A++
5474,Aditya Yadav,Robotics,32,147,74,114,246,204,82,88,A++
5475,Neha Sharma,Web Dev,49,91,78,98,168,250,81,71,A+
5476,Meera Nair,IoT,40,149,97,140,243,286,97,95,A++
5477,Rahul Kapoor,Robotics,47,144,68,113,243,237,97,66,A++
5478,Neha Gupta,AI,46,139,77,106,226,233,78,82,A++
5479,Sana Deshmukh,Web Dev,34,140,71,100,190,260,73,100,A++
5480,Anjali Mehta,Robotics,38,147,66,131,236,216,92,68,A++
5481,Ravi Mehta,AI,38,112,88,106,220,230,95,69,A++
5482,Meera Kapoor,Web Dev,31,100,100,111,246,272,87,86,A++
5483,Ravi Chawla,Data Sci,35,149,84,140,236,283,83,98,A++
5484,Priya Patel,Web Dev,49,134,63,96,180,214,70,100,A++
5485,Nisha Nair,Web Dev,36,119,80,101,224,263,72,77,A++
5486,Karan Rana,Java,41,148,91,135,187,258,93,80,A++
5487,Priya Iyer,Java,31,112,64,100,202,263,76,94,A++
5488,Divya Gupta,AI,32,145,82,95,203,222,94,98,A++
5489,Rohit Chawla,Java,37,134,80,113,212,229,93,95,A++
5490,Priya Kapoor,IoT,45,116,72,130,245,248,98,92,A++
5491,Meera Mehta,Robotics,40,96,91,124,186,252,75,93,A++
5492,Priya Verma,IoT,39,91,83,90,184,269,80,75,A++
5493,Sana Sharma,Web Dev,44,118,69,131,161,234,71,96,A++
5494,Anjali Yadav,Data Sci,49,131,95,148,240,300,96,85,A++
5495,Rahul Verma,Data Sci,50,143,93,133,181,216,76,89,A++
5496,Vikas Roy,IoT,49,119,66,104,186,282,94,93,A++
5497,Ravi Chawla,AI,36,100,77,112,166,244,87,99,A++
5498,Vikas Singh,Robotics,44,125,91,145,168,202,96,98,A++
5499,Aditya Nair,Java,50,131,68,118,243,203,99,70,A++
5500,Karan Verma,IoT,32,141,95,146,161,220,74,79,A++
5501,Vikas Mehta,AI,46,108,88,100,194,220,92,93,A++
5502,Rohit Joshi,IoT,31,111,94,149,176,282,81,78,A++
5503,Aryan Singh,Robotics,36,120,83,102,183,211,89,95,A++
5504,Nisha Chawla,ML,45,101,84,118,212,229,92,99,A++
5505,Ravi Mehta,Web Dev,34,128,77,116,175,201,98,92,A++
5506,Sana Patel,Data Sci,39,127,95,116,172,247,79,76,A++
5507,Divya Kapoor,AI,46,113,60,147,226,227,82,84,A++
5508,Rohit Mehta,ML,49,110,77,144,203,295,99,61,A++
5509,Aryan Nair,ML,30,131,82,108,213,256,72,65,A++
5510,Neha Singh,AI,47,119,94,146,227,295,93,89,A++
5511,Divya Nair,AI,31,143,70,129,180,259,71,84,A++
5512,Nisha Nair,Web Dev,34,136,77,112,236,255,96,100,A++
5513,Meera Rana,IoT,47,142,100,93,183,282,85,71,A++
5514,Ravi Kapoor,ML,39,101,67,117,160,288,73,90,A++
5515,Priya Gupta,IoT,38,119,98,104,244,283,83,74,A++
5516,Nisha Kapoor,Web Dev,50,91,90,115,167,201,85,85,A+
5517,Rahul Joshi,Data Sci,40,99,62,124,160,222,74,85,A+
5518,Sneha Singh,Web Dev,43,128,99,146,229,285,98,93,A++
5519,Neha Joshi,Robotics,48,147,66,100,236,210,91,72,A++
5520,Neha Gupta,ML,43,129,68,100,201,232,75,78,A++
5521,Anjali Gupta,Web Dev,50,144,100,111,166,278,99,73,A++
5522,Anjali Singh,Java,37,115,78,117,234,239,77,85,A++
5523,Aryan Patel,AI,39,132,72,131,223,249,99,99,A++
5524,Priya Rana,IoT,33,110,61,128,170,249,81,73,A++
5525,Sana Iyer,ML,43,90,68,95,244,277,93,85,A++
5526,Anjali Mehta,ML,44,134,70,105,207,257,76,86,A++
5527,Divya Deshmukh,AI,50,126,75,113,164,281,80,83,A++
5528,Karan Roy,AI,31,99,92,133,223,203,77,75,A++
5529,Karan Iyer,Robotics,39,107,95,94,235,291,87,83,A++
5530,Meera Singh,AI,49,139,77,121,229,265,87,97,A++
5531,Divya Kapoor,Data Sci,34,118,76,149,248,243,89,77,A++
5532,Nisha Mehta,Java,48,102,70,103,247,242,94,73,A++
5533,Aryan Kapoor,Web Dev,49,115,79,93,179,297,92,85,A++
5534,Rahul Kapoor,Data Sci,32,122,81,100,212,241,87,98,A++
5535,Priya Kapoor,Robotics,31,113,77,140,231,287,100,77,A++
5536,Divya Deshmukh,Data Sci,37,142,87,141,228,263,79,70,A++
5537,Neha Sharma,AI,50,95,71,123,221,240,76,94,A++
5538,Rohit Roy,Data Sci,45,132,62,127,184,216,80,95,A++
5539,Neha Nair,Robotics,42,111,79,128,248,253,92,86,A++
5540,Rahul Deshmukh,ML,45,98,90,91,234,279,93,96,A++
5541,Anjali Yadav,Web Dev,40,133,77,121,223,236,81,87,A++
5542,Karan Verma,AI,35,128,77,97,184,274,100,68,A++
5543,Priya Kapoor,Robotics,42,113,92,142,246,209,95,91,A++
5544,Meera Rana,Web Dev,33,101,70,110,177,244,85,92,A++
5545,Priya Chawla,Robotics,45,118,82,148,194,257,91,65,A++
5546,Karan Rana,Java,46,145,75,96,188,283,86,65,A++
5547,Rahul Nair,Robotics,33,99,98,132,174,243,82,83,A++
5548,Rahul Patel,ML,30,145,90,148,208,222,79,97,A++
5549,Vikas Joshi,Java,39,128,89,140,220,273,84,65,A++
5550,Rohit Verma,AI,41,94,86,118,161,249,81,87,A++
5551,Sneha Verma,Data Sci,32,102,63,129,212,252,81,99,A++
5552,Neha Joshi,Java,40,118,96,145,241,215,84,99,A++
5553,Meera Iyer,AI,47,103,81,143,194,220,75,86,A++
5554,Neha Kapoor,Java,38,141,73,94,247,236,87,87,A++
5555,Rohit Iyer,Java,44,114,66,119,227,264,90,65,A++
5556,Rahul Sharma,Data Sci,34,104,79,117,192,271,90,75,A++
5557,Neha Verma,IoT,40,119,77,109,203,298,76,73,A++
5558,Rohit Mehta,Java,45,112,69,102,160,283,91,90,A++
5559,Rohit Chawla,Web Dev,50,112,82,150,187,295,83,60,A++
5560,Vikas Chawla,Data Sci,41,130,67,92,169,211,79,99,A+
5561,Nisha Sharma,Robotics,40,136,68,143,169,221,71,93,A++
5562,Vikas Joshi,Web Dev,43,128,90,135,178,219,72,96,A++
5563,Karan Mehta,Java,47,92,81,121,192,227,93,99,A++
5564,Aryan Kapoor,IoT,47,145,78,131,238,270,73,91,A++
5565,Nisha Singh,Web Dev,32,146,75,118,183,253,75,100,A++
5566,Priya Chawla,Robotics,36,111,60,117,162,281,97,80,A++
5567,Meera Deshmukh,AI,39,144,95,136,205,290,87,80,A++
5568,Rohit Sharma,Data Sci,31,119,76,134,239,221,88,69,A++
5569,Anjali Verma,ML,42,97,85,140,164,236,71,89,A++
5570,Meera Roy,Robotics,44,106,68,118,245,229,98,60,A++
5571,Nisha Verma,Robotics,42,90,97,111,199,261,74,81,A++
5572,Vikas Deshmukh,Data Sci,46,130,78,113,227,248,89,83,A++
5573,Sneha Kapoor,ML,39,124,76,115,229,277,86,71,A++
5574,Meera Verma,Java,38,121,79,125,203,200,72,83,A++
5575,Divya Gupta,Data Sci,48,98,66,105,167,237,98,88,A++
5576,Sneha Nair,Data Sci,45,130,88,126,184,299,75,86,A++
5577,Rohit Verma,IoT,35,143,81,125,166,285,92,100,A++
5578,Priya Patel,AI,43,93,88,132,183,240,91,62,A++
5579,Vikas Nair,Web Dev,38,138,62,137,223,288,89,63,A++
5580,Priya Joshi,AI,32,109,74,93,162,276,71,82,A+
5581,Rohit Kapoor,AI,48,130,95,117,240,220,90,72,A++
5582,Neha Chawla,AI,32,116,96,106,163,268,99,84,A++
5583,Rahul Yadav,Java,36,100,75,105,174,293,74,74,A++
5584,Ravi Yadav,ML,44,126,91,123,189,299,79,88,A++
5585,Rahul Roy,ML,34,128,69,132,198,290,85,86,A++
5586,Karan Patel,IoT,31,122,86,115,236,220,91,83,A++
5587,Aryan Sharma,IoT,33,137,64,113,239,227,87,91,A++
5588,Nisha Iyer,ML,40,114,60,134,178,260,90,93,A++
5589,Sana Patel,Data Sci,50,144,62,105,194,300,86,91,A++
5590,Ravi Joshi,Java,49,97,91,96,231,262,86,87,A++
5591,Neha Kapoor,Web Dev,44,141,86,114,191,244,99,90,A++
5592,Meera Yadav,IoT,35,91,70,129,175,200,83,73,A+
5593,Rohit Deshmukh,Data Sci,45,126,70,102,233,223,88,61,A++
5594,Meera Yadav,Data Sci,33,93,89,122,161,293,76,67,A++
5595,Aryan Verma,Robotics,49,95,98,112,223,247,82,78,A++
5596,Priya Chawla,ML,44,121,98,116,186,215,71,88,A++
5597,Karan Singh,Data Sci,40,132,91,119,184,272,81,68,A++
5598,Vikas Sharma,ML,48,109,89,105,197,286,76,87,A++
5599,Priya Patel,AI,49,122,97,119,216,247,82,94,A++
5600,Anjali Sharma,Data Sci,44,119,81,141,248,234,99,87,A++
5601,Meera Mehta,Robotics,31,141,99,121,243,267,79,61,A++
5602,Priya Chawla,Web Dev,35,106,87,147,187,208,70,94,A++
5603,Rahul Rana,Robotics,36,131,84,90,239,219,95,78,A++
5604,Sneha Roy,ML,41,120,96,115,225,290,93,92,A++
5605,Meera Roy,ML,47,131,70,133,172,226,71,82,A++
5606,Neha Chawla,IoT,42,124,86,138,199,281,75,70,A++
5607,Sneha Patel,Java,36,115,76,131,177,257,78,69,A++
5608,Sana Chawla,Java,50,104,82,136,200,256,94,76,A++
5609,Sana Deshmukh,AI,46,116,87,120,227,201,90,60,A++
5610,Ravi Iyer,Robotics,33,117,66,95,239,262,98,70,A++
5611,Karan Nair,ML,31,137,96,144,250,206,78,83,A++
5612,Sneha Nair,Data Sci,32,137,97,95,220,213,100,60,A++
5613,Vikas Gupta,IoT,44,92,76,101,222,245,79,81,A++
5614,Aditya Sharma,Robotics,38,115,100,106,225,231,77,68,A++
5615,Aryan Deshmukh,Java,39,134,83,129,180,219,79,60,A++
5616,Meera Kapoor,Web Dev,44,110,95,107,213,207,95,92,A++
5617,Priya Nair,Data Sci,48,98,93,110,207,294,80,92,A++
5618,Sana Patel,Robotics,49,121,72,146,186,285,88,94,A++
5619,Rohit Verma,Robotics,46,136,64,128,241,271,75,96,A++
5620,Sana Yadav,ML,31,143,68,132,202,208,73,79,A++
5621,Sana Deshmukh,Robotics,32,98,80,113,164,299,77,64,A++
5622,Anjali Roy,Java,49,122,81,110,187,281,86,77,A++
5623,Rahul Iyer,AI,38,93,80,130,250,293,83,69,A++
5624,Ravi Kapoor,Robotics,43,144,68,103,219,210,91,63,A++
5625,Ravi Verma,Web Dev,50,113,73,106,233,286,72,79,A++
5626,Meera Verma,IoT,33,134,75,103,203,254,97,69,A++
5627,Neha Joshi,IoT,48,124,99,131,187,265,81,60,A++
5628,Nisha Chawla,Web Dev,46,140,68,144,170,240,87,100,A++
5629,Priya Gupta,Data Sci,50,138,67,135,170,254,99,62,A++
5630,Sana Iyer,Robotics,38,103,89,96,160,288,70,85,A++
5631,Sana Patel,Robotics,34,149,75,125,232,226,90,95,A++
5632,Rahul Verma,Web Dev,34,134,61,122,218,254,86,68,A++
5633,Meera Mehta,Java,40,144,91,142,214,200,70,72,A++
5634,Rahul Verma,IoT,44,98,74,135,246,214,75,73,A++
5635,Meera Yadav,Robotics,48,108,97,95,225,243,99,90,A++
5636,Neha Yadav,IoT,48,130,66,95,178,216,100,62,A+
5637,Anjali Joshi,Robotics,39,105,72,108,180,267,70,93,A++
5638,Sana Yadav,AI,47,91,74,134,183,264,79,77,A++
5639,Anjali Mehta,Java,50,119,83,116,237,293,97,82,A++
5640,Priya Iyer,ML,44,112,82,135,199,202,82,86,A++
5641,Aryan Rana,Java,49,108,85,102,222,257,94,65,A++
5642,Sneha Sharma,Data Sci,49,141,93,113,239,285,100,87,A++
5643,Rohit Deshmukh,Java,30,145,91,93,183,268,99,83,A++
5644,Aryan Mehta,Data Sci,39,120,91,146,241,259,95,62,A++
5645,Rahul Chawla,Data Sci,48,126,96,94,240,255,86,93,A++
5646,Divya Mehta,Java,49,135,67,105,219,250,86,91,A++
5647,Nisha Deshmukh,Robotics,37,134,60,126,194,287,77,75,A++
5648,Rohit Patel,Robotics,45,123,60,138,230,269,81,83,A++
5649,Anjali Deshmukh,Data Sci,50,118,75,90,196,296,94,85,A++
5650,Nisha Rana,Robotics,34,103,77,103,221,212,99,74,A++
5651,Aditya Joshi,AI,50,118,70,146,230,252,92,79,A++
5652,Karan Roy,IoT,37,104,85,130,228,204,92,98,A++
5653,Priya Yadav,IoT,34,142,77,131,247,268,89,69,A++
5654,Karan Singh,Web Dev,34,92,93,143,165,277,79,83,A++
5655,Anjali Singh,Data Sci,41,107,95,119,217,291,70,90,A++
5656,Anjali Kapoor,Robotics,36,147,84,113,226,201,95,83,A++
5657,Rahul Nair,Data Sci,45,97,95,121,198,278,74,72,A++
5658,Rahul Iyer,ML,37,141,94,137,236,297,78,86,A++
5659,Aditya Gupta,Data Sci,31,95,87,108,163,296,88,68,A++
5660,Sana Iyer,Data Sci,41,143,75,123,166,209,97,95,A++
5661,Karan Roy,Web Dev,50,139,70,108,208,202,70,94,A++
5662,Priya Verma,Web Dev,34,93,94,101,213,278,97,95,A++
5663,Priya Chawla,AI,38,116,80,123,178,208,97,65,A++
5664,Divya Verma,AI,49,115,92,144,203,207,78,94,A++
5665,Nisha Verma,ML,35,126,83,100,169,247,73,86,A++
5666,Ravi Deshmukh,AI,30,112,66,90,179,259,99,89,A++
5667,Aryan Gupta,ML,34,104,79,125,182,263,99,63,A++
5668,Vikas Joshi,Web Dev,43,114,66,96,241,219,94,70,A++
5669,Rahul Yadav,AI,48,114,65,135,178,280,96,60,A++
5670,Aditya Rana,AI,40,121,64,100,179,282,98,97,A++
